,title,order,body,A,B,C,D,E,resposta,resolucao
31,Questão 167 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),32,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Um casal planeja construir em sua chácara uma piscina com o formato de um paralelepípedo reto retângulo com capacidade para 90 000 L de água. O casal contratou uma empresa de construções que apresentou cinco projetos com diferentes combinações nas dimensões internas de profundidade, largura e comprimento. A piscina a ser construída terá revestimento interno em suas paredes e fundo com uma mesma cerâmica, e o casal irá escolher o projeto que exija a menor área de revestimento.</p><p style=""text-align:justify"">As dimensões internas de profundidade, largura e comprimento, respectivamente, para cada um dos projetos, são:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• projeto 1: 1,8 m, 2,0 m e 25,0 m;</p><p>&nbsp; &nbsp; • projeto II: 2,0 m, 5,0 m e 9,0 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• projeto III: 1,0 m, 6,0 m e 15,0 m;&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• projeto IV: 1,5 m, 15,0 m e 4,0 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• projeto V: 2,5 m, 3,0 m e 12,0 m.</p><p>O projeto que o casal deverá escolher será o</p></div>","<div class=""exercise-answer__content dangerous-html""><p>I.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>II.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>III.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>IV.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>V.</p></div>",B,"<div><p>Calculando as áreas:</p><p>• Projeto I: P = 1,8; L = 2,0; C = 25</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTozMTowNCArMDAwMDgxMzM0Mw==.png"" data-filename=""58786""></p><p>A<sub>T</sub>&nbsp;= 25 . 2 + 2 . 2 . 1,8 + 2 . 25 - 1,8</p><p>A<sub>T</sub>&nbsp;= 50 + 7,2 + 90</p><p>A<sub>T</sub> =&nbsp; 147,2<br></p><p>• Projeto II:&nbsp; P = 2,0; L = 5,0; C = 9,0</p><p><img data-filename=""58792"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTozODozOCArMDAwMDc1NjExOA==.png""></p><p>&nbsp; &nbsp; A<sub>T</sub> =&nbsp; 9 . 5 + 2 . 2 . 5 + 2 . 9 . 2</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 45 + 20 + 36</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 101</p><p>• Projeto III: P = 1,0; L = 6,0; C = 15,0</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTo0NjoxMSArMDAwMDE1Njc4Nw==.png"" data-filename=""58800""></p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;=&nbsp; 15 . 6 + 2 . 1 . 6 + 2 . 15 . 1</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 90 + 12 + 30</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 132</p><p>• Projeto IV: P = 1,5; L = 15,0; C = 4,0</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTo1MDowMyArMDAwMDE2NzQ2OQ==.png"" data-filename=""58803""></p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;=&nbsp; 4 . 15 + 2 . 1,5 . 15 + 2 . 4 . 1,5</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 60 + 45 + 12</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 117</p><p>• Projeto V:&nbsp; P = 2,5; L = 3,0; C = 12,0</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTo1NDoyMiArMDAwMDI2MjM1MQ==.png"" data-filename=""58806""></p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;=&nbsp; 2 . 3 + 2 . 2,5 . 3 + 2 . 12 . 2,5</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 36 + 15 + 60</p><p>&nbsp; &nbsp; A<sub>T</sub>&nbsp;= 111</p><p>Portanto, a menor área é encontrada no projeto II.</p><p><strong>Resposta correta: B</strong></p><p></p></div>"
32,Questão 168 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),33,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Uma instituição de ensino superior ofereceu vagas em um processo seletivo de acesso a seus cursos. Finalizadas as inscrições, foi divulgada a relação do número de candidatos por vaga em cada um dos cursos oferecidos. Esses dados são apresentados no quadro.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1MzoyNyArMDAwMDQyNTg0Mw==.png"" data-filename=""58589""><br></p><p style=""text-align:justify"">Qual foi o número total de candidatos inscritos nesse processo seletivo?</p></div>","<div class=""exercise-answer__content dangerous-html""><p>200</p></div>","<div class=""exercise-answer__content dangerous-html""><p>400</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1 200</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1 235</p></div>","<div class=""exercise-answer__content dangerous-html""><p>7 200</p></div>",D,"<div class=""dangerous-html""><p>O total de candidatos será dado por:</p><p>30.6 + 40.6 + 50.7 + 30.8 + 25.4 + 25.5</p><p>Total = 1235</p><p><strong>Resposta correta: D</strong></p><p><br></p><div><br></div></div>"
33,Questão 169 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),34,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Peças metálicas de aeronaves abandonadas em aeroportos serão recicladas. Uma dessas peças é maciça e tem o formato cilíndrico, com a medida do raio da base igual a 4 cm e a da altura igual a 50 cm. Ela será derretida, e o volume de metal resultante será utilizado para a fabricação de esferas maciças com diâmetro de 1 cm, a serem usadas para confeccionar rolamentos. Para estimar a quantidade de esferas que poderão ser produzidas a partir de cada uma das peças cilíndricas, admite-se que não ocorre perda de material durante o processo de derretimento.</p><p style=""text-align:justify"">Quantas dessas esferas poderão ser obtidas a partir de cada peça cilíndrica?</p></div>","<div class=""exercise-answer__content dangerous-html""><p>800</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1 200</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2 400</p></div>","<div class=""exercise-answer__content dangerous-html""><p>4 800</p></div>","<div class=""exercise-answer__content dangerous-html""><p>6 400</p></div>",D,"<div><p>I. Volume do cilindro:</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDo0MjozMyArMDAwMDcwNzYzMQ==.png"" data-filename=""58751""><br></p><p>II. Volume da esfera:</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDo0Mjo0NCArMDAwMDM5MTc2Nw==.png"" data-filename=""58752""><br></p><p>III. Total de esferas:</p><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDo0MzoyOSArMDAwMDQ2MDM4MQ==.png"" data-filename=""58753""></p><p><strong>Total: 4.800</strong></p></div>"
34,Questão 170 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),35,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Um médico faz o acompanhamento clínico de um grupo de pessoas que realizam atividades físicas diariamente. Ele observou que a perda média de massa dessas pessoas para cada hora de atividade física era de 1,5 kg. Sabendo que a massa de 1 L de água é de 1 kg, ele recomendou que ingerissem, ao longo das 3 horas seguintes ao final da atividade, uma quantidade total de água correspondente a 40% a mais do que a massa perdida na atividade física, para evitar desidratação.</p><p style=""text-align:justify"">Seguindo a recomendação médica, uma dessas pessoas ingeriu, certo dia, um total de 1,7 L de água após terminar seus exercícios físicos.</p><p style=""text-align:justify"">Para que a recomendação médica tenha efetivamente sido respeitada, a atividade física dessa pessoa, nesse dia, durou</p></div>","<div class=""exercise-answer__content dangerous-html""><p>30 minutos ou menos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>mais de 35 e menos de 45 minutos.&nbsp;<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>mais de 45 e menos de 55 minutos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>mais de 60 e menos de 70 minutos.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>70 minutos ou mais.</p></div>",C,"<div><p>• m = massa perdida pelo atleta.</p><p>• Água ingerida = 1,7 L.</p><p>Temos:</p><p><img data-filename=""58781"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMToyMDo1MCArMDAwMDU1NTEz.png""></p><p>Portanto,&nbsp;</p><p><img data-filename=""58782"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMToyMTozMyArMDAwMDcyOTI1OA==.png""></p><p><strong>Resposta correta: C</strong></p><p><br></p><p style=""text-align:center""><br></p></div>"
35,Questão 171 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),36,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Em uma sala de cinema, para garantir que os espectadores vejam toda a imagem projetada na tela, a disposição das poltronas deve obedecer à norma técnica da Associação Brasileira de Normas Técnicas (ABNT), que faz as seguintes indicações:</p><p style=""text-align:justify"">• Distância mínima (D<sub>mín</sub>) entre a tela de projeção e o encosto da poltrona da primeira fileira deve ser de, pelo menos, 60% da largura (L) da tela.</p><p style=""text-align:justify"">• Distância máxima (D<sub>máx</sub>) entre a tela de projeção e o encosto da poltrona da última fileira deve ser o dobro da largura (L) da tela, sendo aceitável uma distância de até 2,9 vezes a largura (L) da tela.</p><p style=""text-align:justify"">Para o espaçamento entre as fileiras de poltronas, é considerada a distância de 1 metro entre os encostos de poltronas em duas fileiras consecutivas.</p><p style=""text-align:right""><span>Disponível em: www.ctav.gov.br Acesso em: 14 nov 2013.</span></p><p style=""text-align:justify"">Uma sala de cinema, cuja largura da tela mede 12 m, está montada em conformidade com as normas da ABNT e tem suas dimensões especificadas na figura.&nbsp;</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoxNzo0MiArMDAwMDc3MzU3Mw==.png"" data-filename=""58633""><br></p><p style=""text-align:justify"">Pretende-se ampliar essa sala, mantendo-se na mesma posição a tela e todas as poltronas já instaladas, ampliando-se ao máximo a sala para os fundos (área de instalação de novas poltronas), respeitando-se o limite aceitável da norma da ABNT. A intenção é aumentar, ao máximo, a quantidade de poltronas da sala, instalando-se novas unidades, iguais às já instaladas.</p><p style=""text-align:justify"">Quantas fileiras de poltronas a sala comportará após essa ampliação?</p></div>","<div class=""exercise-answer__content dangerous-html""><p>26</p></div>","<div class=""exercise-answer__content dangerous-html""><p>27</p></div>","<div class=""exercise-answer__content dangerous-html""><p>28</p></div>","<div class=""exercise-answer__content dangerous-html""><p>29</p></div>","<div class=""exercise-answer__content dangerous-html""><p>35</p></div>",C,"<div><p><img data-filename=""58849"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoyNzozNyArMDAwMDU5MjY0Nw==.png""></p><p><img data-filename=""58850"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoyNzo1MiArMDAwMDc5MTIzNg==.png""><br></p><p>Logo, se entre os encostos de poltronas em duas fileiras consecutivas, a distância é de 1 m, podemos afirmar que teremos 27 fileiras entre D<sub>min</sub> e D<sub>aceitável</sub> porém não devemos esquecer da 1 fileira que está fora da região cinza, gerando um&nbsp; total de 28 fileiras após a ampliação.</p><p><strong>Gabarito: C</strong></p><p>Resolução fornecida em parceria com Colégio Ari de Sá e SAS Plataforma de Educação<br></p></div>"
36,Questão 172 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),37,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">A luminosidade <i>L</i> de uma estrela está relacionada com o raio <i>R</i> e com a temperatura <i>T</i> dessa estrela segundo a Lei de Stefan-Boltzmann: <i>L = c . R<sup>2</sup> . T<sup>4</sup></i>, em que c é uma constante igual para todas as estrelas.</p><p style=""text-align:right""><span>Disponível em: http://ciencia.hsw.uol.com.br. Acesso em: 22 nov. 2013 (adaptado).</span></p><p style=""text-align:justify"">Considere duas estrelas <i>E</i> e <i>F</i>, sendo que a estrela <i>E</i> tem metade do raio da estrela <i>F</i> e o dobro da temperatura de <i>F</i>.</p><p style=""text-align:justify"">Indique por <i>L<sub>E</sub></i> e <i>L<sub>F</sub></i>, suas respectivas luminosidades.</p><p style=""text-align:justify"">A relação entre as luminosidades dessas duas estrelas é dada por</p></div>","<div class=""exercise-answer__content dangerous-html""><p><i>L<sub>E</sub> = L<sub>F</sub>/2</i><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><i>&nbsp;L<sub>E</sub> = L<sub>F</sub>/4</i><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><i>&nbsp;L<sub>E</sub> = L<sub>F</sub></i><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><i>L<sub>E</sub> = 4L<sub>F</sub></i><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><i>L<sub>E</sub> = 8L<sub>F</sub></i><br></p></div>",D,"<div><p><img data-filename=""58737"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDowNTozNSArMDAwMDM3OTYzNQ==.png""></p><p>Resolução fornecida em parceria com Colégio Ari de Sá e SAS Plataforma de Educação<br></p></div>"
37,Questão 173 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),38,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Uma das informações que pode auxiliar no dimensionamento do número de pediatras que devem atender em uma Unidade Básica de Saúde (UBS) é o número que representa a mediana da quantidade de crianças por família existente na região sob sua responsabilidade. O quadro mostra a distribuição das frequências do número de crianças por família na região de responsabilidade de uma UBS.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoxNTo1NCArMDAwMDE0Mzg0Mg==.png"" data-filename=""58632""><br></p><p style=""text-align:justify"">O número que representa a mediana da quantidade de crianças por família nessa região é</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,0.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,5.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,9.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,1.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,5.</p></div>",B,"<div><p>Como o total de termos é 1000, temos que a mediana será dada por:<br><br></p><p><img data-size=""1"" data-latex=""%5Cfrac%7B500%C2%BA%20+%20501%C2%BA%7D%7B2%7D%20=%20%5Cfrac%7B1+2%7D%7B2%7D%20=%201,5"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxNzo0OCArMDAwMDU2ODE1MA==.png""></p><p><strong>Resposta correta: B</strong></p><p><br></p></div>"
38,Questão 174 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),39,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Em jogos de voleibol, um saque é invalidado se a bola atingir o teto do ginásio onde ocorre o jogo. Um jogador de uma equipe tem um saque que atinge uma grande altura. Seu recorde foi quando a batida do saque se iniciou a uma altura de 1,5 m do piso da quadra, e a trajetória da bola foi descrita pela parábola&nbsp;</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMzoxNToxNyArMDAwMDg5NzcwOQ==.png"" data-latex=""y%20=%20-%20%5Cfrac%7Bx%5E2%7D%7B6%7D%20-%20%5Cfrac%20%7B7x%7D%7B3%7D%20+%2012"" data-size=""1""><span style=""text-align:justify""><br></span></p><p><span style=""text-align:justify"">em que <i>y</i> representa a altura da bola em relação ao eixo <i>x</i> (das abscissas) que está localizado a 1,5 m do piso da quadra, como representado na figura. Suponha que em todas as partidas algum saque desse jogador atinja a mesma altura do seu recorde.</span></p><p style=""text-align:center""><img data-filename=""58720"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMzoxMzozNiArMDAwMDgwODIxMA==.png""><br></p><p style=""text-align:left""><span style=""text-align:justify"">A equipe desse jogador participou de um torneio de voleibol no qual jogou cinco partidas, cada uma delas em um ginásio diferente. As alturas dos tetos desses ginásios, em relação aos pisos das quadras, são:</span><br></p><p>&nbsp;&nbsp;&nbsp;&nbsp;• ginásio I: 17 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• ginásio II: 18 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• ginásio III: 19 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• ginásio IV: 21 m;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;• ginásio V: 40 m.</p><p>O saque desse atleta foi invalidado</p></div>","<div class=""exercise-answer__content dangerous-html""><p>apenas no ginásio I.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>apenas nos ginásios I e II.&nbsp;<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>apenas nos ginásios I, II e III.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>apenas nos ginásios I, II, III e IV.&nbsp;<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>em todos os ginásios.<br></p></div>",D,"<div><p><img data-filename=""58777"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTowODowMyArMDAwMDE2ODkzNA==.png""></p><p><br></p></div>"
39,Questão 175 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),40,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;<strong>Atenção: esta questão foi anulada pelo INEP.</strong></p><p style=""text-align:justify"">O funcionário de uma loja tem seu salário mensal formado por uma parcela fixa de 675 reais mais uma comissão que depende da quantidade de peças vendidas por ele no mês. O cálculo do valor dessa comissão é feito de acordo com estes critérios:</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• até a quinquagésima peça vendida, paga-se 5 reais por peça;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• a partir da quinquagésima primeira peça vendida, o valor pago é de 7 reais por peça.</p><p style=""text-align:justify"">Represente por <i>q</i> a quantidade de peças vendidas no mês por esse funcionário, e por <i>S(q)</i> o seu salário mensal, em real, nesse mês.</p><p style=""text-align:justify"">A expressão algébrica que descreve <i>S(q) </i>em função de <i>q</i> é</p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyMjoyOCArMDAwMDkwNjkzOA==.png"" data-latex=""S(q)=675+12q"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyMjoyOSArMDAwMDMyMjg0NQ==.png"" data-latex=""S(q)=325+12q"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyMjoyOSArMDAwMDQ5NTc0OA==.png"" data-latex=""S(q)=675+7q"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyMjoyOSArMDAwMDQyNjYxMA==.png"" data-latex=""S(q)%20=%20%5Cbegin%7Bcases%7D%0A%20%20%20625+5q,se%5C%20q%20%5Cle%2050%5C%5C%0A%20%20%20925+7q,se%5C%20q%20%3E%2050%0A%5Cend%7Bcases%7D"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyMjozMCArMDAwMDIzNDc3Mw==.png"" data-latex=""S(q)%20=%20%5Cbegin%7Bcases%7D%0A%20%20%20625+5q,se%5C%20q%20%5Cle%2050%5C%5C%0A%20%20%20575+7q,se%5C%20q%20%3E%2050%0A%5Cend%7Bcases%7D"" data-size=""1""><br></p></div>",E,"<div><p><strong>Atenção: esta questão foi anulada pelo INEP.</strong></p><p>I. Para&nbsp; q&nbsp;<span style=""font-size:1em"">≤</span><strong> </strong><span style=""font-size:1em"">50, temos:</span></p><p><span style=""font-size:1em"">S(q) = 675 + 5 . q</span></p><p><span style=""font-size:1em"">II. Para q &gt; 50, temos:</span></p><p><span style=""font-size:1em"">S(q) = 675 + 5 . (50) + 7 . (q - 50)</span></p><p><span style=""font-size:1em"">S(q) = 675 + 250 + 7q - 350</span></p><p><span style=""font-size:1em"">S(q) = 575 + 7q</span></p><p><span style=""font-size:1em"">Portanto,</span></p><p></p><p><img data-size=""1"" data-latex=""S(q)%20=%20%5Cbegin%7Bcases%7D%0A%20%20%20675+5q,se%5C%20q%20%5Cle%2050%5C%5C%0A%20%20%20575+7q,se%5C%20q%20%3E%2050%0A%5Cend%7Bcases%7D"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTozMTowMCArMDAwMDY0MTY3NQ==.png""></p><p><strong>Resposta correta: Sem item correto (nula)</strong></p><p><br></p></div>"
40,Questão 176 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),41,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Ao analisar os dados de uma epidemia em uma cidade, peritos obtiveram um modelo que avalia a quantidade de pessoas infectadas a cada mês, ao longo de um ano. O modelo é dado por p(<i>t</i>) = -<i>t</i>2 + 10<i>t</i> + 24, sendo <i>t</i> um número natural, variando de 1 a 12, que representa os meses do ano, e p(<i>t</i>) a quantidade de pessoas infectadas no mês <i>t</i> do ano. Para tentar diminuir o número de infectados no próximo ano, a Secretaria Municipal de Saúde decidiu intensificar a propaganda oficial sobre os cuidados com a epidemia. Foram apresentadas cinco propostas (I, II, III, IV e V), com diferentes períodos de intensificação das propagandas:&nbsp;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• I: 1 ≤ <i>t</i> ≤ 2;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• II: 3 ≤ <i>t</i> ≤ 4;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• III: 5 ≤ <i>t</i> ≤ 6;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• IV: 7 ≤ <i>t</i> ≤ 9;&nbsp;</p><p style=""text-align:justify"">&nbsp;&nbsp;&nbsp;&nbsp;• V: 10 ≤ <i>t</i> ≤ 12.</p><p style=""text-align:justify"">A sugestão dos peritos é que seja escolhida a proposta cujo período de intensificação da propaganda englobe o mês em que, segundo o modelo, há a maior quantidade de infectados. A sugestão foi aceita.&nbsp;</p><p style=""text-align:justify"">A proposta escolhida foi a</p></div>","<div class=""exercise-answer__content dangerous-html""><p>I.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>II.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>III.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>IV.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>V.</p></div>",C,"<div><p>A maior quantidade de infectados é dada pelo y, porém a questão solicita o mês (t) em que ocorre a maior quantidade, forçando o cálculo do&nbsp;<img data-size=""1"" data-latex=""X_v"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxMzozMyArMDAwMDU2MTYwMg==.png"">.</p><p><img data-size=""1"" data-latex=""t%20=%20X_v"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxMzozMyArMDAwMDYwNjY3Mg==.png""></p><p><img data-size=""1"" data-latex=""t%20=%20-%5Cfrac%7Bb%7D%7B2a%7D%0A"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxMzozMyArMDAwMDQ3NTgzMQ==.png""></p><p><img data-size=""1"" data-latex=""t%20=%20-%5Cfrac%7B10%7D%7B2%20%5Ctimes%20%7B(-1)%7D%7D%0A"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxMzozMyArMDAwMDU2NDkwMQ==.png""></p><p><img data-size=""1"" data-latex=""t%20=%205"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoxMzozMyArMDAwMDQ0MDc2NA==.png""></p><p><strong>Resposta correta: C</strong></p><p><br></p></div>"
